t,NT,Nb,Q,PT,PB,x (m),v (m/s),a (m/s2)
0.01411,-3.28306E+24,3.89647E+24,2.7734E+26,20516868.96,81241753.81,0.306324452,108.3099308,30643.90193
0.01412,-3.28584E+24,3.89925E+24,2.77343E+26,20516549.77,81356766.08,0.307409084,108.6166952,30709.00323
0.01413,-3.28861E+24,3.90202E+24,2.77346E+26,20516230.31,81471860.2,0.308496788,108.9241112,30774.19678
0.01414,-3.29138E+24,3.90479E+24,2.77349E+26,20515910.57,81587036.14,0.309587569,109.2321795,30839.48263
0.01415,-3.29416E+24,3.90757E+24,2.77351E+26,20515590.57,81702293.92,0.310681434,109.5409011,30904.86087
0.01416,-3.29693E+24,3.91034E+24,2.77354E+26,20515270.3,81817633.54,0.311778389,109.850277,30970.33154
0.01417,-3.2997E+24,3.91311E+24,2.77357E+26,20514949.76,81933055,0.312878441,110.1603081,31035.89472
0.01418,-3.30248E+24,3.91589E+24,2.77359E+26,20514628.95,82048558.29,0.313981597,110.4709952,31101.55048
0.01419,-3.30525E+24,3.91866E+24,2.77362E+26,20514307.87,82164143.42,0.315087863,110.7823394,31167.29887
0.0142,-3.30802E+24,3.92144E+24,2.77365E+26,20513986.52,82279810.4,0.316197246,111.0943415,31233.13997
0.01421,-3.3108E+24,3.92421E+24,2.77368E+26,20513664.9,82395559.21,0.317309752,111.4070025,31299.07383
0.01422,-3.31357E+24,3.92698E+24,2.7737E+26,20513343.01,82511389.87,0.318425388,111.7203233,31365.10054
0.01423,-3.31634E+24,3.92976E+24,2.77373E+26,20513020.86,82627302.37,0.319544161,112.0343048,31431.22014
0.01424,-3.31912E+24,3.93253E+24,2.77376E+26,20512698.43,82743296.71,0.320666077,112.348948,31497.43271
0.01425,-3.32189E+24,3.9353E+24,2.77379E+26,20512375.73,82859372.89,0.321791142,112.6642538,31563.73832
0.01426,-3.32467E+24,3.93808E+24,2.77381E+26,20512052.76,82975530.92,0.322919364,112.9802231,31630.13702
0.01427,-3.32744E+24,3.94085E+24,2.77384E+26,20511729.53,83091770.8,0.324050749,113.2968568,31696.62888
0.01428,-3.33021E+24,3.94363E+24,2.77387E+26,20511406.02,83208092.52,0.325185303,113.614156,31763.21398
0.01429,-3.33299E+24,3.9464E+24,2.7739E+26,20511082.25,83324496.09,0.326323034,113.9321214,31829.89237
0.0143,-3.33576E+24,3.94917E+24,2.77392E+26,20510758.2,83440981.5,0.327463948,114.2507541,31896.66412
0.01431,-3.33854E+24,3.95195E+24,2.77395E+26,20510433.89,83557548.77,0.328608052,114.570055,31963.52929
0.01432,-3.34131E+24,3.95472E+24,2.77398E+26,20510109.3,83674197.88,0.329755351,114.890025,32030.48796
0.01433,-3.34408E+24,3.9575E+24,2.774E+26,20509784.45,83790928.85,0.330905854,115.2106651,32097.54019
0.01434,-3.34686E+24,3.96027E+24,2.77403E+26,20509459.33,83907741.67,0.332059567,115.5319761,32164.68603
0.01435,-3.34963E+24,3.96304E+24,2.77406E+26,20509133.93,84024636.33,0.333216496,115.8539591,32231.92557
0.01436,-3.35241E+24,3.96582E+24,2.77409E+26,20508808.27,84141612.86,0.334376648,116.176615,32299.25886
0.01437,-3.35518E+24,3.96859E+24,2.77411E+26,20508482.34,84258671.23,0.335540031,116.4999446,32366.68597
0.01438,-3.35795E+24,3.97137E+24,2.77414E+26,20508156.14,84375811.46,0.33670665,116.823949,32434.20697
0.01439,-3.36073E+24,3.97414E+24,2.77417E+26,20507829.67,84493033.55,0.337876512,117.1486291,32501.82192
0.0144,-3.3635E+24,3.97691E+24,2.7742E+26,20507502.93,84610337.49,0.339049624,117.4739857,32569.53088
0.01441,-3.36628E+24,3.97969E+24,2.77422E+26,20507175.92,84727723.28,0.340225994,117.80002,32637.33393
0.01442,-3.36905E+24,3.98246E+24,2.77425E+26,20506848.64,84845190.94,0.341405627,118.1267327,32705.23112
0.01443,-3.37182E+24,3.98524E+24,2.77428E+26,20506521.09,84962740.45,0.342588531,118.4541249,32773.22253
0.01444,-3.3746E+24,3.98801E+24,2.77431E+26,20506193.27,85080371.83,0.343774712,118.7821975,32841.30822
0.01445,-3.37737E+24,3.99079E+24,2.77433E+26,20505865.18,85198085.06,0.344964177,119.1109514,32909.48825
0.01446,-3.38015E+24,3.99356E+24,2.77436E+26,20505536.82,85315880.15,0.346156933,119.4403876,32977.7627
0.01447,-3.38292E+24,3.99633E+24,2.77439E+26,20505208.19,85433757.11,0.347352987,119.770507,33046.13162
0.01448,-3.3857E+24,3.99911E+24,2.77441E+26,20504879.29,85551715.93,0.348552346,120.1013105,33114.59508
0.01449,-3.38847E+24,4.00188E+24,2.77444E+26,20504550.13,85669756.61,0.349755015,120.4327992,33183.15315
0.0145,-3.39125E+24,4.00466E+24,2.77447E+26,20504220.69,85787879.16,0.350961004,120.7649739,33251.80589
0.01451,-3.39402E+24,4.00743E+24,2.7745E+26,20503890.98,85906083.57,0.352170317,121.0978356,33320.55337
0.01452,-3.39679E+24,4.01021E+24,2.77452E+26,20503561.01,86024369.84,0.353382963,121.4313853,33389.39566
0.01453,-3.39957E+24,4.01298E+24,2.77455E+26,20503230.76,86142737.99,0.354598947,121.7656239,33458.33281
0.01454,-3.40234E+24,4.01576E+24,2.77458E+26,20502900.25,86261188,0.355818278,122.1005523,33527.3649
0.01455,-3.40512E+24,4.01853E+24,2.77461E+26,20502569.46,86379719.87,0.357040961,122.4361715,33596.492
0.01456,-3.40789E+24,4.0213E+24,2.77463E+26,20502238.41,86498333.62,0.358267003,122.7724824,33665.71416
0.01457,-3.41067E+24,4.02408E+24,2.77466E+26,20501907.08,86617029.24,0.359496413,123.1094861,33735.03145
0.01458,-3.41344E+24,4.02685E+24,2.77469E+26,20501575.49,86735806.73,0.360729195,123.4471834,33804.44394
0.01459,-3.41622E+24,4.02963E+24,2.77472E+26,20501243.62,86854666.09,0.361965359,123.7855753,33873.95169
0.0146,-3.41899E+24,4.0324E+24,2.77474E+26,20500911.49,86973607.32,0.363204909,124.1246627,33943.55477
0.01461,-3.42177E+24,4.03518E+24,2.77477E+26,20500579.09,87092630.42,0.364447854,124.4644467,34013.25325
0.01462,-3.42454E+24,4.03795E+24,2.7748E+26,20500246.42,87211735.4,0.3656942,124.8049281,34083.04719
0.01463,-3.42732E+24,4.04073E+24,2.77483E+26,20499913.47,87330922.25,0.366943955,125.1461079,34152.93666
0.01464,-3.43009E+24,4.0435E+24,2.77485E+26,20499580.26,87450190.98,0.368197125,125.4879872,34222.92172
0.01465,-3.43287E+24,4.04628E+24,2.77488E+26,20499246.78,87569541.58,0.369453717,125.8305667,34293.00243
0.01466,-3.43564E+24,4.04905E+24,2.77491E+26,20498913.03,87688974.07,0.370713739,126.1738475,34363.17887
0.01467,-3.43842E+24,4.05183E+24,2.77493E+26,20498579.01,87808488.42,0.371977196,126.5178306,34433.4511
0.01468,-3.44119E+24,4.0546E+24,2.77496E+26,20498244.72,87928084.66,0.373244098,126.8625169,34503.81918
0.01469,-3.44397E+24,4.05738E+24,2.77499E+26,20497910.16,88047762.78,0.374514449,127.2079073,34574.28319
0.0147,-3.44674E+24,4.06015E+24,2.77502E+26,20497575.33,88167522.78,0.375788258,127.5540029,34644.84317
0.01471,-3.44952E+24,4.06293E+24,2.77504E+26,20497240.23,88287364.66,0.377065531,127.9008045,34715.49921
0.01472,-3.45229E+24,4.0657E+24,2.77507E+26,20496904.86,88407288.42,0.378346276,128.2483132,34786.25137
0.01473,-3.45507E+24,4.06848E+24,2.7751E+26,20496569.22,88527294.06,0.3796305,128.5965298,34857.09971
0.01474,-3.45784E+24,4.07125E+24,2.77513E+26,20496233.31,88647381.59,0.380918209,128.9454555,34928.0443
0.01475,-3.46062E+24,4.07403E+24,2.77515E+26,20495897.13,88767551,0.382209412,129.295091,34999.08521
0.01476,-3.46339E+24,4.0768E+24,2.77518E+26,20495560.68,88887802.29,0.383504114,129.6454375,35070.22249
0.01477,-3.46617E+24,4.07958E+24,2.77521E+26,20495223.96,89008135.48,0.384802323,129.9964958,35141.45622
0.01478,-3.46894E+24,4.08235E+24,2.77524E+26,20494886.98,89128550.54,0.386104046,130.3482669,35212.78646
0.01479,-3.47172E+24,4.08513E+24,2.77526E+26,20494549.72,89249047.5,0.38740929,130.7007519,35284.21327
0.0148,-3.47449E+24,4.0879E+24,2.77529E+26,20494212.19,89369626.34,0.388718063,131.0539515,35355.73673
0.01481,-3.47727E+24,4.09068E+24,2.77532E+26,20493874.39,89490287.08,0.390030372,131.4078669,35427.3569
0.01482,-3.48004E+24,4.09345E+24,2.77534E+26,20493536.33,89611029.7,0.391346223,131.762499,35499.07384
0.01483,-3.48282E+24,4.09623E+24,2.77537E+26,20493197.99,89731854.22,0.392665624,132.1178487,35570.88762
0.01484,-3.48559E+24,4.09901E+24,2.7754E+26,20492859.39,89852760.62,0.393988582,132.4739171,35642.79831
0.01485,-3.48837E+24,4.10178E+24,2.77543E+26,20492520.51,89973748.92,0.395315105,132.830705,35714.80596
0.01486,-3.49114E+24,4.10456E+24,2.77545E+26,20492181.37,90094819.11,0.396645199,133.1882135,35786.91066
0.01487,-3.49392E+24,4.10733E+24,2.77548E+26,20491841.95,90215971.2,0.397978872,133.5464435,35859.11245
0.01488,-3.4967E+24,4.11011E+24,2.77551E+26,20491502.27,90337205.18,0.39931613,133.9053961,35931.41141
0.01489,-3.49947E+24,4.11288E+24,2.77554E+26,20491162.31,90458521.05,0.400656982,134.2650721,36003.80761
0.0149,-3.50225E+24,4.11566E+24,2.77556E+26,20490822.09,90579918.83,0.402001434,134.6254726,36076.30111
0.01491,-3.50502E+24,4.11843E+24,2.77559E+26,20490481.59,90701398.5,0.403349494,134.9865984,36148.89197
0.01492,-3.5078E+24,4.12121E+24,2.77562E+26,20490140.83,90822960.06,0.404701168,135.3484507,36221.58026
0.01493,-3.51057E+24,4.12398E+24,2.77565E+26,20489799.8,90944603.53,0.406056465,135.7110304,36294.36604
0.01494,-3.51335E+24,4.12676E+24,2.77567E+26,20489458.49,91066328.89,0.407415391,136.0743384,36367.24939
0.01495,-3.51612E+24,4.12954E+24,2.7757E+26,20489116.92,91188136.16,0.408777954,136.4383757,36440.23036
0.01496,-3.5189E+24,4.13231E+24,2.77573E+26,20488775.08,91310025.33,0.410144161,136.8031433,36513.30903
0.01497,-3.52168E+24,4.13509E+24,2.77575E+26,20488432.96,91431996.4,0.41151402,137.1686422,36586.48546
0.01498,-3.52445E+24,4.13786E+24,2.77578E+26,20488090.58,91554049.37,0.412887537,137.5348733,36659.75971
0.01499,-3.52723E+24,4.14064E+24,2.77581E+26,20487747.93,91676184.25,0.41426472,137.9018377,36733.13185
