t,NT,Nb,Q,PT,PB,x (m),v (m/s),a (m/s2)
0,6.02986E+23,1.04262E+22,2.73481E+26,20700000,101325,0,0,0
0.00001,6.00251E+23,1.3161E+22,2.73484E+26,20700058.47,101672.9883,1.90958E-15,6.84033E-10,0.000183174
0.00002,5.97516E+23,1.58959E+22,2.73487E+26,20700116.67,102101.6722,2.51174E-14,4.7057E-09,0.000677686
0.00003,5.94781E+23,1.86308E+22,2.7349E+26,20700174.6,102611.0525,1.20704E-13,1.55051E-08,0.00154825
0.00004,5.92046E+23,2.13657E+22,2.73492E+26,20700232.27,103201.1302,3.73985E-13,3.71475E-08,0.002859564
0.00005,5.89311E+23,2.41006E+22,2.73495E+26,20700289.68,103871.9059,9.19042E-13,7.43664E-08,0.004676329
0.00006,5.86576E+23,2.68356E+22,2.73498E+26,20700346.82,104623.3805,1.9351E-12,1.32561E-07,0.007063245
0.00007,5.83841E+23,2.95706E+22,2.73501E+26,20700403.69,105455.5548,3.66468E-12,2.17746E-07,0.010085015
0.00008,5.81106E+23,3.23056E+22,2.73503E+26,20700460.29,106368.4296,6.40682E-12,3.36593E-07,0.01380634
0.00009,5.78371E+23,3.50406E+22,2.73506E+26,20700516.64,107362.0057,1.05377E-11,4.9642E-07,0.018291923
0.0001,5.75636E+23,3.77757E+22,2.73509E+26,20700572.71,108436.2839,1.6503E-11,7.05195E-07,0.023606467
0.00011,5.72901E+23,4.05108E+22,2.73512E+26,20700628.52,109591.265,2.4838E-11,9.71529E-07,0.029814677
0.00012,5.70166E+23,4.32459E+22,2.73514E+26,20700684.06,110826.9499,3.63085E-11,1.30468E-06,0.036981257
0.00013,5.67431E+23,4.59811E+22,2.73517E+26,20700739.34,112143.3393,5.18492E-11,1.71456E-06,0.045170912
0.00014,5.64695E+23,4.87163E+22,2.7352E+26,20700794.35,113540.434,7.2305E-11,2.21173E-06,0.054448349
0.00015,5.6196E+23,5.14515E+22,2.73522E+26,20700849.1,115018.2349,9.86164E-11,2.80738E-06,0.064878274
0.00016,5.59225E+23,5.41867E+22,2.73525E+26,20700903.58,116576.7427,1.31826E-10,3.51335E-06,0.076525394
0.00017,5.5649E+23,5.6922E+22,2.73528E+26,20700957.79,118215.9583,1.73087E-10,4.34216E-06,0.089454418
0.00018,5.53754E+23,5.96573E+22,2.73531E+26,20701011.74,119935.8825,2.23668E-10,5.30694E-06,0.103730053
0.00019,5.51019E+23,6.23926E+22,2.73533E+26,20701065.42,121736.5161,2.8496E-10,6.42147E-06,0.11941701
0.0002,5.48284E+23,6.5128E+22,2.73536E+26,20701118.84,123617.8598,3.58484E-10,7.7002E-06,0.136579998
0.00021,5.45548E+23,6.78633E+22,2.73539E+26,20701171.99,125579.9145,4.45896E-10,9.15821E-06,0.155283727
0.00022,5.42813E+23,7.05987E+22,2.73542E+26,20701224.88,127622.681,5.48998E-10,1.08112E-05,0.175592909
0.00023,5.40078E+23,7.33342E+22,2.73544E+26,20701277.5,129746.1601,6.69736E-10,1.26756E-05,0.197572255
0.00024,5.37342E+23,7.60696E+22,2.73547E+26,20701329.85,131950.3526,8.10218E-10,1.47685E-05,0.221286478
0.00025,5.34607E+23,7.88051E+22,2.7355E+26,20701381.94,134235.2594,9.72711E-10,1.71074E-05,0.246800292
0.00026,5.31871E+23,8.15406E+22,2.73553E+26,20701433.76,136600.8811,1.15965E-09,1.97107E-05,0.274178409
0.00027,5.29136E+23,8.42762E+22,2.73555E+26,20701485.32,139047.2187,1.37366E-09,2.25974E-05,0.303485544
0.00028,5.264E+23,8.70117E+22,2.73558E+26,20701536.61,141574.273,1.61752E-09,2.57871E-05,0.334786413
0.00029,5.23664E+23,8.97473E+22,2.73561E+26,20701587.63,144182.0446,1.89423E-09,2.93E-05,0.36814573
0.0003,5.20929E+23,9.24829E+22,2.73564E+26,20701638.39,146870.5346,2.20697E-09,3.31571E-05,0.403628213
0.00031,5.18193E+23,9.52186E+22,2.73566E+26,20701688.88,149639.7436,2.55932E-09,3.73798E-05,0.441298578
0.00032,5.15457E+23,9.79543E+22,2.73569E+26,20701739.11,152489.6724,2.95556E-09,4.19905E-05,0.481221543
0.00033,5.12722E+23,1.0069E+23,2.73572E+26,20701789.07,155420.3219,3.39968E-09,4.7012E-05,0.523461827
0.00034,5.09986E+23,1.03426E+23,2.73574E+26,20701838.76,158431.6929,3.8959E-09,5.24677E-05,0.568084147
0.00035,5.0725E+23,1.06161E+23,2.73577E+26,20701888.19,161523.7862,4.44868E-09,5.83818E-05,0.615153224
0.00036,5.04514E+23,1.08897E+23,2.7358E+26,20701937.36,164696.6026,5.06274E-09,6.47791E-05,0.664733778
0.00037,5.01779E+23,1.11633E+23,2.73583E+26,20701986.25,167950.1429,5.74302E-09,7.16851E-05,0.71689053
0.00038,4.99043E+23,1.14369E+23,2.73585E+26,20702034.88,171284.4079,6.49478E-09,7.91258E-05,0.771688201
0.00039,4.96307E+23,1.17105E+23,2.73588E+26,20702083.25,174699.3984,7.32351E-09,8.71279E-05,0.829191514
0.0004,4.93571E+23,1.19841E+23,2.73591E+26,20702131.35,178195.1152,8.23498E-09,9.57188E-05,0.889465191
0.00041,4.90835E+23,1.22577E+23,2.73594E+26,20702179.18,181771.5592,9.23529E-09,0.000104927,0.952573956
0.00042,4.88099E+23,1.25313E+23,2.73596E+26,20702226.75,185428.7311,1.03308E-08,0.00011478,1.018582532
0.00043,4.85363E+23,1.28049E+23,2.73599E+26,20702274.05,189166.6317,1.15281E-08,0.000125308,1.087555646
0.00044,4.82627E+23,1.30785E+23,2.73602E+26,20702321.09,192985.2619,1.28343E-08,0.000136541,1.159558021
0.00045,4.79891E+23,1.33521E+23,2.73605E+26,20702367.86,196884.6224,1.42565E-08,0.00014851,1.234654384
0.00046,4.77155E+23,1.36257E+23,2.73607E+26,20702414.36,200864.7141,1.58025E-08,0.000161245,1.312909462
0.00047,4.74419E+23,1.38993E+23,2.7361E+26,20702460.6,204925.5378,1.74801E-08,0.000174779,1.394387983
0.00048,4.71683E+23,1.41729E+23,2.73613E+26,20702506.58,209067.0942,1.92977E-08,0.000189143,1.479154673
0.00049,4.68947E+23,1.44465E+23,2.73615E+26,20702552.28,213289.3843,2.12638E-08,0.000204373,1.567274262
0.0005,4.66211E+23,1.47201E+23,2.73618E+26,20702597.72,217592.4087,2.33872E-08,0.0002205,1.658811479
0.00051,4.63474E+23,1.49937E+23,2.73621E+26,20702642.9,221976.1683,2.56767E-08,0.000237561,1.753831054
0.00052,4.60738E+23,1.52674E+23,2.73624E+26,20702687.81,226440.6639,2.81414E-08,0.000255589,1.852397717
0.00053,4.58002E+23,1.5541E+23,2.73626E+26,20702732.45,230985.8964,3.07914E-08,0.000274621,1.9545762
0.00054,4.55266E+23,1.58146E+23,2.73629E+26,20702776.83,235611.8664,3.36367E-08,0.000294693,2.060431235
0.00055,4.52529E+23,1.60882E+23,2.73632E+26,20702820.94,240318.5749,3.66881E-08,0.000315842,2.170027554
0.00056,4.49793E+23,1.63619E+23,2.73635E+26,20702864.78,245106.0226,3.99564E-08,0.000338106,2.28342989
0.00057,4.47057E+23,1.66355E+23,2.73637E+26,20702908.36,249974.2104,4.3453E-08,0.000361523,2.400702977
0.00058,4.4432E+23,1.69091E+23,2.7364E+26,20702951.68,254923.139,4.71896E-08,0.000386133,2.52191155
0.00059,4.41584E+23,1.71828E+23,2.73643E+26,20702994.72,259952.8092,5.11784E-08,0.000411975,2.647120344
0.0006,4.38847E+23,1.74564E+23,2.73646E+26,20703037.5,265063.2219,5.5432E-08,0.000439089,2.776394094
0.00061,4.36111E+23,1.77301E+23,2.73648E+26,20703080.02,270254.3779,5.99631E-08,0.000467516,2.909797536
0.00062,4.33374E+23,1.80037E+23,2.73651E+26,20703122.27,275526.2779,6.47853E-08,0.000497299,3.047395409
0.00063,4.30638E+23,1.82774E+23,2.73654E+26,20703164.25,280878.9229,6.99122E-08,0.000528479,3.189252449
0.00064,4.27901E+23,1.8551E+23,2.73657E+26,20703205.97,286312.3135,7.53582E-08,0.000561098,3.335433395
0.00065,4.25165E+23,1.88247E+23,2.73659E+26,20703247.42,291826.4506,8.11378E-08,0.000595202,3.486002985
0.00066,4.22428E+23,1.90984E+23,2.73662E+26,20703288.61,297421.335,8.72661E-08,0.000630833,3.641025961
0.00067,4.19692E+23,1.9372E+23,2.73665E+26,20703329.53,303096.9675,9.37587E-08,0.000668037,3.800567061
0.00068,4.16955E+23,1.96457E+23,2.73667E+26,20703370.18,308853.349,1.00632E-07,0.00070686,3.964691027
0.00069,4.14218E+23,1.99194E+23,2.7367E+26,20703410.57,314690.4802,1.07901E-07,0.000747347,4.1334626
0.0007,4.11481E+23,2.0193E+23,2.73673E+26,20703450.69,320608.3618,1.15584E-07,0.000789545,4.306946522
0.00071,4.08745E+23,2.04667E+23,2.73676E+26,20703490.55,326606.9949,1.23698E-07,0.000833502,4.485207537
0.00072,4.06008E+23,2.07404E+23,2.73678E+26,20703530.14,332686.38,1.3226E-07,0.000879265,4.668310388
0.00073,4.03271E+23,2.10141E+23,2.73681E+26,20703569.46,338846.5182,1.41289E-07,0.000926884,4.856319819
0.00074,4.00534E+23,2.12877E+23,2.73684E+26,20703608.52,345087.4101,1.50804E-07,0.000976408,5.049300574
0.00075,3.97797E+23,2.15614E+23,2.73687E+26,20703647.31,351409.0565,1.60824E-07,0.001027887,5.2473174
0.00076,3.95061E+23,2.18351E+23,2.73689E+26,20703685.84,357811.4583,1.71369E-07,0.001081371,5.450435043
0.00077,3.92324E+23,2.21088E+23,2.73692E+26,20703724.1,364294.6163,1.82458E-07,0.001136913,5.658718248
0.00078,3.89587E+23,2.23825E+23,2.73695E+26,20703762.09,370858.5313,1.94114E-07,0.001194563,5.872231764
0.00079,3.8685E+23,2.26562E+23,2.73698E+26,20703799.82,377503.2041,2.06357E-07,0.001254375,6.091040339
0.0008,3.84113E+23,2.29299E+23,2.737E+26,20703837.28,384228.6354,2.19209E-07,0.001316402,6.315208721
0.00081,3.81376E+23,2.32036E+23,2.73703E+26,20703874.48,391034.8262,2.32692E-07,0.001380697,6.54480166
0.00082,3.78639E+23,2.34773E+23,2.73706E+26,20703911.41,397921.7772,2.46831E-07,0.001447316,6.779883905
0.00083,3.75902E+23,2.3751E+23,2.73708E+26,20703948.08,404889.4892,2.61647E-07,0.001516314,7.020520208
0.00084,3.73165E+23,2.40247E+23,2.73711E+26,20703984.47,411937.9631,2.77165E-07,0.001587745,7.266775319
0.00085,3.70427E+23,2.42984E+23,2.73714E+26,20704020.61,419067.1995,2.9341E-07,0.001661668,7.51871399
0.00086,3.6769E+23,2.45721E+23,2.73717E+26,20704056.47,426277.1994,3.10407E-07,0.001738139,7.776400975
0.00087,3.64953E+23,2.48459E+23,2.73719E+26,20704092.07,433567.9636,3.28181E-07,0.001817215,8.039901026
0.00088,3.62216E+23,2.51196E+23,2.73722E+26,20704127.41,440939.4928,3.4676E-07,0.001898956,8.309278897
0.00089,3.59479E+23,2.53933E+23,2.73725E+26,20704162.47,448391.7879,3.6617E-07,0.001983421,8.584599342
0.0009,3.56741E+23,2.5667E+23,2.73728E+26,20704197.28,455924.8496,3.86438E-07,0.002070668,8.865927118
0.00091,3.54004E+23,2.59408E+23,2.7373E+26,20704231.81,463538.6789,4.07592E-07,0.00216076,9.153326979
0.00092,3.51267E+23,2.62145E+23,2.73733E+26,20704266.08,471233.2764,4.29663E-07,0.002253755,9.446863681
0.00093,3.48529E+23,2.64882E+23,2.73736E+26,20704300.09,479008.643,4.52677E-07,0.002349718,9.746601984
0.00094,3.45792E+23,2.6762E+23,2.73739E+26,20704333.83,486864.7794,4.76667E-07,0.002448708,10.05260664
0.00095,3.43055E+23,2.70357E+23,2.73741E+26,20704367.3,494801.6866,5.01662E-07,0.002550791,10.36494242
0.00096,3.40317E+23,2.73094E+23,2.73744E+26,20704400.5,502819.3653,5.27693E-07,0.002656029,10.68367407
0.00097,3.3758E+23,2.75832E+23,2.73747E+26,20704433.44,510917.8164,5.54793E-07,0.002764486,11.00886635
0.00098,3.34842E+23,2.78569E+23,2.73749E+26,20704466.12,519097.0405,5.82994E-07,0.002876228,11.34058403
0.00099,3.32105E+23,2.81307E+23,2.73752E+26,20704498.53,527357.0386,6.12329E-07,0.002991319,11.67889186
0.001,3.29367E+23,2.84044E+23,2.73755E+26,20704530.67,535697.8114,6.42832E-07,0.003109828,12.02385461
0.00101,3.2663E+23,2.86782E+23,2.73758E+26,20704562.54,544119.3598,6.74537E-07,0.003231819,12.37553704
0.00102,3.23892E+23,2.8952E+23,2.7376E+26,20704594.15,552621.6845,7.0748E-07,0.003357361,12.73400391
0.00103,3.21155E+23,2.92257E+23,2.73763E+26,20704625.5,561204.7863,7.41696E-07,0.003486522,13.09931998
0.00104,3.18417E+23,2.94995E+23,2.73766E+26,20704656.58,569868.6662,7.77223E-07,0.00361937,13.47155003
0.00105,3.15679E+23,2.97733E+23,2.73769E+26,20704687.39,578613.3248,8.14096E-07,0.003755976,13.85075881
0.00106,3.12942E+23,3.0047E+23,2.73771E+26,20704717.93,587438.763,8.52355E-07,0.003896409,14.23701109
0.00107,3.10204E+23,3.03208E+23,2.73774E+26,20704748.21,596344.9815,8.92038E-07,0.00404074,14.63037164
0.00108,3.07466E+23,3.05946E+23,2.73777E+26,20704778.23,605331.9813,9.33183E-07,0.00418904,15.03090522
0.00109,3.04728E+23,3.08683E+23,2.7378E+26,20704807.97,614399.7631,9.75832E-07,0.004341382,15.43867661
0.0011,3.0199E+23,3.11421E+23,2.73782E+26,20704837.45,623548.3277,1.02002E-06,0.004497838,15.85375056
0.00111,2.99253E+23,3.14159E+23,2.73785E+26,20704866.67,632777.6758,1.0658E-06,0.004658482,16.27619185
0.00112,2.96515E+23,3.16897E+23,2.73788E+26,20704895.62,642087.8085,1.11321E-06,0.004823387,16.70606524
0.00113,2.93777E+23,3.19635E+23,2.73791E+26,20704924.3,651478.7263,1.16228E-06,0.004992628,17.14343551
0.00114,2.91039E+23,3.22373E+23,2.73793E+26,20704952.72,660950.4302,1.21308E-06,0.005166281,17.58836743
0.00115,2.88301E+23,3.25111E+23,2.73796E+26,20704980.87,670502.9209,1.26563E-06,0.005344421,18.04092577
0.00116,2.85563E+23,3.27849E+23,2.73799E+26,20705008.76,680136.1993,1.31998E-06,0.005527125,18.50117531
0.00117,2.82825E+23,3.30587E+23,2.73801E+26,20705036.37,689850.2661,1.37618E-06,0.00571447,18.9691808
0.00118,2.80087E+23,3.33325E+23,2.73804E+26,20705063.73,699645.1222,1.43428E-06,0.005906535,19.44500703
0.00119,2.77349E+23,3.36063E+23,2.73807E+26,20705090.81,709520.7683,1.49433E-06,0.006103397,19.92871877
0.0012,2.74611E+23,3.38801E+23,2.7381E+26,20705117.63,719477.2054,1.55637E-06,0.006305136,20.4203808
0.00121,2.71873E+23,3.41539E+23,2.73812E+26,20705144.19,729514.4341,1.62045E-06,0.006511831,20.92005789
0.00122,2.69135E+23,3.44277E+23,2.73815E+26,20705170.48,739632.4553,1.68662E-06,0.006723564,21.42781481
0.00123,2.66396E+23,3.47015E+23,2.73818E+26,20705196.5,749831.2698,1.75494E-06,0.006940414,21.94371635
0.00124,2.63658E+23,3.49753E+23,2.73821E+26,20705222.26,760110.8784,1.82545E-06,0.007162465,22.46782728
0.00125,2.6092E+23,3.52492E+23,2.73823E+26,20705247.75,770471.2819,1.8982E-06,0.007389799,23.00021238
0.00126,2.58182E+23,3.5523E+23,2.73826E+26,20705272.97,780912.4812,1.97326E-06,0.007622497,23.54093642
0.00127,2.55443E+23,3.57968E+23,2.73829E+26,20705297.93,791434.4769,2.05067E-06,0.007860645,24.09006419
0.00128,2.52705E+23,3.60707E+23,2.73832E+26,20705322.62,802037.27,2.13049E-06,0.008104327,24.64766046
0.00129,2.49967E+23,3.63445E+23,2.73834E+26,20705347.05,812720.8613,2.21278E-06,0.008353627,25.21379002
0.0013,2.47228E+23,3.66183E+23,2.73837E+26,20705371.2,823485.2515,2.29759E-06,0.008608631,25.78851765
0.00131,2.4449E+23,3.68922E+23,2.7384E+26,20705395.1,834330.4414,2.38497E-06,0.008869426,26.37190812
0.00132,2.41752E+23,3.7166E+23,2.73842E+26,20705418.73,845256.4319,2.475E-06,0.009136099,26.96402623
0.00133,2.39013E+23,3.74398E+23,2.73845E+26,20705442.09,856263.2238,2.56772E-06,0.009408736,27.56493675
0.00134,2.36275E+23,3.77137E+23,2.73848E+26,20705465.18,867350.8178,2.66319E-06,0.009687427,28.17470446
0.00135,2.33536E+23,3.79875E+23,2.73851E+26,20705488.01,878519.2149,2.76149E-06,0.00997226,28.79339416
0.00136,2.30798E+23,3.82614E+23,2.73853E+26,20705510.57,889768.4157,2.86266E-06,0.010263325,29.42107062
0.00137,2.28059E+23,3.85352E+23,2.73856E+26,20705532.87,901098.4211,2.96678E-06,0.010560711,30.05779864
0.00138,2.25321E+23,3.88091E+23,2.73859E+26,20705554.9,912509.2319,3.0739E-06,0.010864511,30.703643
0.00139,2.22582E+23,3.9083E+23,2.73862E+26,20705576.66,924000.8489,3.18409E-06,0.011174815,31.35866848
0.0014,2.19843E+23,3.93568E+23,2.73864E+26,20705598.16,935573.2729,3.29742E-06,0.011491715,32.02293987
0.00141,2.17105E+23,3.96307E+23,2.73867E+26,20705619.39,947226.5048,3.41396E-06,0.011815305,32.69652196
0.00142,2.14366E+23,3.99046E+23,2.7387E+26,20705640.36,958960.5453,3.53376E-06,0.012145677,33.37947955
0.00143,2.11627E+23,4.01784E+23,2.73873E+26,20705661.06,970775.3952,3.6569E-06,0.012482926,34.07187741
0.00144,2.08889E+23,4.04523E+23,2.73875E+26,20705681.49,982671.0554,3.78345E-06,0.012827146,34.77378034
0.00145,2.0615E+23,4.07262E+23,2.73878E+26,20705701.66,994647.5266,3.91347E-06,0.013178433,35.48525313
0.00146,2.03411E+23,4.10001E+23,2.73881E+26,20705721.56,1006704.81,4.04704E-06,0.013536883,36.20636058
0.00147,2.00672E+23,4.12739E+23,2.73883E+26,20705741.2,1018842.905,4.18424E-06,0.013902593,36.93716746
0.00148,1.97933E+23,4.15478E+23,2.73886E+26,20705760.57,1031061.815,4.32513E-06,0.014275659,37.67773859
0.00149,1.95195E+23,4.18217E+23,2.73889E+26,20705779.67,1043361.538,4.46979E-06,0.01465618,38.42813874
0.0015,1.92456E+23,4.20956E+23,2.73892E+26,20705798.51,1055742.077,4.61829E-06,0.015044255,39.18843271
0.00151,1.89717E+23,4.23695E+23,2.73894E+26,20705817.08,1068203.431,4.77071E-06,0.015439982,39.95868531
0.00152,1.86978E+23,4.26434E+23,2.73897E+26,20705835.38,1080745.602,4.92712E-06,0.015843462,40.73896131
0.00153,1.84239E+23,4.29173E+23,2.739E+26,20705853.42,1093368.591,5.08761E-06,0.016254795,41.52932553
0.00154,1.815E+23,4.31912E+23,2.73903E+26,20705871.19,1106072.398,5.25226E-06,0.016674082,42.32984275
0.00155,1.78761E+23,4.34651E+23,2.73905E+26,20705888.69,1118857.024,5.42113E-06,0.017101426,43.14057778
0.00156,1.76022E+23,4.3739E+23,2.73908E+26,20705905.93,1131722.47,5.59432E-06,0.017536928,43.9615954
0.00157,1.73283E+23,4.40129E+23,2.73911E+26,20705922.91,1144668.737,5.77191E-06,0.017980692,44.79296043
0.00158,1.70543E+23,4.42868E+23,2.73914E+26,20705939.61,1157695.825,5.95398E-06,0.018432822,45.63473765
0.00159,1.67804E+23,4.45607E+23,2.73916E+26,20705956.06,1170803.736,6.14061E-06,0.018893422,46.48699187
0.0016,1.65065E+23,4.48347E+23,2.73919E+26,20705972.23,1183992.47,6.33189E-06,0.019362597,47.34978789
0.00161,1.62326E+23,4.51086E+23,2.73922E+26,20705988.14,1197262.027,6.5279E-06,0.019840453,48.22319051
0.00162,1.59587E+23,4.53825E+23,2.73925E+26,20706003.78,1210612.41,6.72874E-06,0.020327097,49.10726454
0.00163,1.56847E+23,4.56564E+23,2.73927E+26,20706019.16,1224043.618,6.93449E-06,0.020822634,50.00207476
0.00164,1.54108E+23,4.59304E+23,2.7393E+26,20706034.27,1237555.653,7.14524E-06,0.021327174,50.907686
0.00165,1.51369E+23,4.62043E+23,2.73933E+26,20706049.11,1251148.514,7.36108E-06,0.021840824,51.82416304
0.00166,1.48629E+23,4.64782E+23,2.73935E+26,20706063.69,1264822.204,7.5821E-06,0.022363694,52.7515707
0.00167,1.4589E+23,4.67522E+23,2.73938E+26,20706078,1278576.723,7.8084E-06,0.022895892,53.68997378
0.00168,1.43151E+23,4.70261E+23,2.73941E+26,20706092.04,1292412.071,8.04007E-06,0.02343753,54.63943708
0.00169,1.40411E+23,4.73E+23,2.73944E+26,20706105.82,1306328.249,8.2772E-06,0.023988718,55.60002542
0.0017,1.37672E+23,4.7574E+23,2.73946E+26,20706119.33,1320325.259,8.5199E-06,0.024549568,56.5718036
0.00171,1.34932E+23,4.78479E+23,2.73949E+26,20706132.58,1334403.101,8.76825E-06,0.025120192,57.55483642
0.00172,1.32193E+23,4.81219E+23,2.73952E+26,20706145.56,1348561.775,9.02235E-06,0.025700702,58.5491887
0.00173,1.29453E+23,4.83958E+23,2.73955E+26,20706158.28,1362801.284,9.28232E-06,0.026291213,59.55492524
0.00174,1.26714E+23,4.86698E+23,2.73957E+26,20706170.72,1377121.626,9.54823E-06,0.026891839,60.57211085
0.00175,1.23974E+23,4.89438E+23,2.7396E+26,20706182.9,1391522.804,9.82021E-06,0.027502694,61.60081035
0.00176,1.21235E+23,4.92177E+23,2.73963E+26,20706194.82,1406004.818,1.00983E-05,0.028123894,62.64108854
0.00177,1.18495E+23,4.94917E+23,2.73966E+26,20706206.47,1420567.669,1.03827E-05,0.028755555,63.69301023
0.00178,1.15755E+23,4.97656E+23,2.73968E+26,20706217.85,1435211.358,1.06735E-05,0.029397793,64.75664024
0.00179,1.13016E+23,5.00396E+23,2.73971E+26,20706228.97,1449935.885,1.09708E-05,0.030050727,65.83204339
0.0018,1.10276E+23,5.03136E+23,2.73974E+26,20706239.82,1464741.251,1.12746E-05,0.030714473,66.91928448
0.00181,1.07536E+23,5.05876E+23,2.73976E+26,20706250.4,1479627.458,1.15851E-05,0.031389152,68.01842832
0.00182,1.04796E+23,5.08615E+23,2.73979E+26,20706260.72,1494594.505,1.19024E-05,0.032074882,69.12953974
0.00183,1.02056E+23,5.11355E+23,2.73982E+26,20706270.77,1509642.394,1.22267E-05,0.032771783,70.25268354
0.00184,9.93166E+22,5.14095E+23,2.73985E+26,20706280.55,1524771.126,1.25579E-05,0.033479976,71.38792455
0.00185,9.65768E+22,5.16835E+23,2.73987E+26,20706290.07,1539980.701,1.28963E-05,0.034199582,72.53532758
0.00186,9.38369E+22,5.19575E+23,2.7399E+26,20706299.33,1555271.12,1.3242E-05,0.034930723,73.69495745
0.00187,9.1097E+22,5.22315E+23,2.73993E+26,20706308.31,1570642.384,1.3595E-05,0.035673522,74.86687897
0.00188,8.8357E+22,5.25055E+23,2.73996E+26,20706317.03,1586094.494,1.39555E-05,0.036428102,76.05115696
0.00189,8.56171E+22,5.27795E+23,2.73998E+26,20706325.49,1601627.45,1.43237E-05,0.037194587,77.24785625
0.0019,8.28771E+22,5.30535E+23,2.74001E+26,20706333.67,1617241.254,1.46995E-05,0.037973101,78.45704165
0.00191,8.0137E+22,5.33275E+23,2.74004E+26,20706341.59,1632935.906,1.50832E-05,0.038763769,79.67877799
0.00192,7.7397E+22,5.36015E+23,2.74007E+26,20706349.25,1648711.406,1.54748E-05,0.039566718,80.91313008
0.00193,7.46569E+22,5.38755E+23,2.74009E+26,20706356.64,1664567.757,1.58746E-05,0.040382074,82.16016275
0.00194,7.19168E+22,5.41495E+23,2.74012E+26,20706363.76,1680504.958,1.62826E-05,0.041209964,83.41994081
0.00195,6.91767E+22,5.44235E+23,2.74015E+26,20706370.62,1696523.011,1.66989E-05,0.042050516,84.6925291
0.00196,6.64365E+22,5.46975E+23,2.74017E+26,20706377.21,1712621.916,1.71236E-05,0.042903858,85.97799244
0.00197,6.36963E+22,5.49715E+23,2.7402E+26,20706383.53,1728801.674,1.7557E-05,0.043770119,87.27639564
0.00198,6.09561E+22,5.52456E+23,2.74023E+26,20706389.59,1745062.285,1.79991E-05,0.044649429,88.58780354
0.00199,5.82159E+22,5.55196E+23,2.74026E+26,20706395.38,1761403.751,1.84501E-05,0.045541918,89.91228096
0.002,5.54756E+22,5.57936E+23,2.74028E+26,20706400.9,1777826.073,1.891E-05,0.046447718,91.24989273
0.00201,5.27353E+22,5.60676E+23,2.74031E+26,20706406.16,1794329.251,1.93791E-05,0.04736696,92.60070367
0.00202,4.9995E+22,5.63417E+23,2.74034E+26,20706411.15,1810913.286,1.98575E-05,0.048299776,93.96477862
0.00203,4.72546E+22,5.66157E+23,2.74037E+26,20706415.88,1827578.179,2.03452E-05,0.0492463,95.34218239
0.00204,4.45142E+22,5.68897E+23,2.74039E+26,20706420.34,1844323.93,2.08425E-05,0.050206665,96.73297982
0.00205,4.17738E+22,5.71638E+23,2.74042E+26,20706424.53,1861150.541,2.13494E-05,0.051181005,98.13723574
0.00206,3.90334E+22,5.74378E+23,2.74045E+26,20706428.45,1878058.013,2.18662E-05,0.052169455,99.55501498
0.00207,3.62929E+22,5.77119E+23,2.74048E+26,20706432.12,1895046.345,2.23929E-05,0.05317215,100.9863824
0.00208,3.35524E+22,5.79859E+23,2.7405E+26,20706435.51,1912115.539,2.29297E-05,0.054189228,102.4314027
0.00209,3.08119E+22,5.826E+23,2.74053E+26,20706438.64,1929265.596,2.34768E-05,0.055220824,103.8901409
0.0021,2.80714E+22,5.8534E+23,2.74056E+26,20706441.5,1946496.517,2.40342E-05,0.056267076,105.3626618
0.00211,2.53308E+22,5.88081E+23,2.74059E+26,20706444.09,1963808.301,2.46022E-05,0.057328123,106.8490301
0.00212,2.25902E+22,5.90821E+23,2.74061E+26,20706446.42,1981200.951,2.51809E-05,0.058404103,108.3493107
0.00213,1.98496E+22,5.93562E+23,2.74064E+26,20706448.48,1998674.467,2.57704E-05,0.059495156,109.8635685
0.00214,1.71089E+22,5.96303E+23,2.74067E+26,20706450.28,2016228.849,2.63709E-05,0.060601422,111.3918682
0.00215,1.43683E+22,5.99043E+23,2.74069E+26,20706451.81,2033864.1,2.69825E-05,0.061723041,112.9342748
0.00216,1.16275E+22,6.01784E+23,2.74072E+26,20706453.07,2051580.218,2.76054E-05,0.062860154,114.490853
0.00217,8.88681E+21,6.04525E+23,2.74075E+26,20706454.07,2069377.205,2.82398E-05,0.064012905,116.0616678
0.00218,6.14605E+21,6.07266E+23,2.74078E+26,20706454.8,2087255.063,2.88858E-05,0.065181435,117.6467838
0.00219,3.40526E+21,6.10006E+23,2.7408E+26,20706455.26,2105213.791,2.95435E-05,0.066365889,119.246266
0.0022,6.64438E+20,6.12747E+23,2.74083E+26,20706455.46,2123253.391,3.02132E-05,0.067566409,120.8601793
0.00221,-2.07641E+21,6.15488E+23,2.74086E+26,20706455.39,2141373.863,3.0895E-05,0.068783141,122.4885884
0.00222,-4.81728E+21,6.18229E+23,2.74089E+26,20706455.06,2159575.209,3.1589E-05,0.070016229,124.1315582
0.00223,-7.55818E+21,6.2097E+23,2.74091E+26,20706454.46,2177857.428,3.22954E-05,0.07126582,125.7891535
0.00224,-1.02991E+22,6.23711E+23,2.74094E+26,20706453.59,2196220.522,3.30144E-05,0.072532061,127.4614391
0.00225,-1.30401E+22,6.26452E+23,2.74097E+26,20706452.45,2214664.492,3.37461E-05,0.073815098,129.14848
0.00226,-1.5781E+22,6.29193E+23,2.741E+26,20706451.05,2233189.338,3.44908E-05,0.07511508,130.850341
0.00227,-1.85221E+22,6.31934E+23,2.74102E+26,20706449.39,2251795.062,3.52486E-05,0.076432155,132.5670869
