Time (msec),Longitude,Latitude,Altagl,Battery Capacity (%)
60600,-157.8097384,21.30662808,9.9,93
60600,-157.8097379,21.30662853,9.9,93
60700,-157.8097374,21.30662898,9.8,93
60700,-157.809737,21.30662943,9.8,93
60700,-157.8097365,21.30663004,9.8,93
60800,-157.809736,21.3066305,9.9,93
60800,-157.8097355,21.30663097,9.9,93
60800,-157.809735,21.30663143,9.9,93
60900,-157.8097346,21.30663189,9.8,93
60900,-157.809734,21.30663256,9.8,93
60900,-157.8097334,21.30663326,9.8,93
61000,-157.809733,21.30663374,9.8,93
61000,-157.8097325,21.30663422,9.8,93
61100,-157.809732,21.3066347,9.8,93
61100,-157.8097315,21.30663519,9.8,93
61100,-157.809731,21.30663567,9.8,93
61200,-157.8097304,21.30663646,9.8,93
61200,-157.8097299,21.30663695,9.8,93
61200,-157.8097293,21.30663764,9.8,93
61300,-157.8097288,21.30663814,9.8,93
61300,-157.8097283,21.30663864,9.8,93
61300,-157.8097279,21.30663942,9.8,93
61400,-157.8097274,21.30663993,9.8,93
61400,-157.8097269,21.30664045,9.8,93
61400,-157.8097264,21.30664096,9.8,93
61500,-157.8097259,21.30664148,9.8,93
61500,-157.8097255,21.30664199,9.8,93
61500,-157.8097248,21.30664296,9.8,93
61600,-157.8097243,21.30664348,9.8,93
61600,-157.8097238,21.306644,9.8,93
61600,-157.8097234,21.30664452,9.8,93
61700,-157.8097229,21.30664504,9.8,93
61700,-157.8097224,21.30664555,9.8,93
61800,-157.8097219,21.30664633,9.8,93
61800,-157.8097214,21.30664686,9.8,93
61800,-157.8097209,21.30664739,9.8,93
61900,-157.8097203,21.3066482,9.8,93
61900,-157.8097198,21.30664873,9.8,93
61900,-157.8097194,21.30664926,9.8,93
62000,-157.8097188,21.30664998,9.8,93
62000,-157.8097184,21.30665052,9.8,93
62000,-157.8097179,21.30665106,9.8,93
62100,-157.8097175,21.30665158,9.8,93
62100,-157.809717,21.30665211,9.8,93
62100,-157.8097166,21.30665288,9.8,93
62200,-157.809716,21.30665364,9.8,93
62200,-157.8097155,21.30665417,9.8,93
62200,-157.8097151,21.30665469,9.8,93
62300,-157.8097147,21.30665521,9.8,93
62300,-157.8097142,21.30665572,9.8,93
62300,-157.8097138,21.30665644,9.8,93
62400,-157.8097133,21.30665696,9.8,93
62400,-157.8097129,21.30665748,9.8,93
62500,-157.8097125,21.30665798,9.8,93
62500,-157.8097119,21.30665876,9.8,93
62500,-157.8097115,21.30665925,9.8,93
62600,-157.8097111,21.30666008,9.8,93
62600,-157.8097106,21.30666059,9.8,93
62600,-157.8097102,21.30666109,9.8,93
62700,-157.8097098,21.30666159,9.8,93
62700,-157.8097093,21.30666208,9.8,93
62700,-157.809709,21.30666273,9.8,93
62800,-157.8097085,21.30666352,9.8,93
62800,-157.809708,21.30666402,9.8,93
62800,-157.8097076,21.30666452,9.8,93
62900,-157.8097072,21.30666501,9.8,93
62900,-157.8097067,21.3066655,9.8,93
62900,-157.8097062,21.30666621,9.8,93
63000,-157.8097057,21.3066667,9.8,93
63000,-157.8097053,21.30666719,9.8,93
63000,-157.8097048,21.30666768,9.8,93
63100,-157.8097043,21.30666845,9.8,93
63100,-157.8097039,21.30666892,9.8,93
63200,-157.8097036,21.30666957,9.8,93
63200,-157.8097031,21.30667005,9.8,93
63200,-157.8097027,21.30667053,9.8,93
63300,-157.8097022,21.30667099,9.8,93
63300,-157.8097018,21.30667146,9.8,93
63300,-157.8097013,21.30667192,9.8,93
63400,-157.8097009,21.30667261,9.9,93
63400,-157.8097005,21.30667335,9.9,93
63400,-157.8097,21.30667381,9.9,93
63500,-157.8096996,21.30667428,9.9,93
63500,-157.8096991,21.30667473,9.9,93
63500,-157.8096986,21.30667532,9.9,93
63600,-157.8096982,21.30667578,9.9,93
63600,-157.8096977,21.30667625,9.9,93
63600,-157.8096972,21.30667671,9.9,93
63700,-157.8096968,21.30667718,9.9,93
63700,-157.8096963,21.30667786,9.9,93
63700,-157.809696,21.30667841,9.9,93
63800,-157.8096955,21.30667888,9.9,93
63800,-157.809695,21.30667935,9.9,93
63900,-157.8096946,21.30667981,9.9,93
63900,-157.8096941,21.30668027,9.9,93
63900,-157.8096936,21.30668073,9.9,93
64000,-157.8096934,21.30668142,9.9,93
64000,-157.8096929,21.30668189,9.9,93
64000,-157.8096925,21.30668256,9.9,93
64100,-157.809692,21.30668303,9.9,93
64100,-157.8096916,21.3066835,9.9,93
64100,-157.8096911,21.306684,9.9,93
64200,-157.8096906,21.30668447,9.9,93
64200,-157.8096902,21.30668494,9.9,93
64200,-157.8096897,21.30668541,9.9,93
64300,-157.8096893,21.30668588,9.9,93
64300,-157.8096888,21.30668635,9.9,93
64300,-157.8096887,21.30668712,9.9,93
64400,-157.8096882,21.30668759,9.9,93
64400,-157.8096878,21.30668806,9.9,93
64400,-157.8096874,21.30668852,9.9,93
64500,-157.809687,21.30668899,9.9,93
64500,-157.8096865,21.30668944,9.9,93
64600,-157.8096861,21.30669005,9.9,93
64600,-157.8096857,21.30669051,9.9,93
64600,-157.8096853,21.30669097,9.9,93
64700,-157.8096849,21.30669157,9.9,93
